ID Gender,Gender,Year Enlisted,Years in Service,Workforce Status,Record Count,Average Wage,Average Wage Appx MOE,Total Population,Total Population MOE Appx,PUMS Occupation,Degree Type,ID PUMS Occupation
1,Male,2014,2,TRUE,64," $21,474 "," $5,041 "," 7,997 "," 2,459 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
2,Female,2014,3,TRUE,268," $32,790 "," $4,246 "," 5,940 "," 1,892 ",Aircraft pilots & flight engineers,High School Degree,493011
1,Male,2015,6,TRUE,143," $84,508 "," $18,375 "," 18,163 "," 1,392 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
1,Male,2016,6,TRUE,283," $87,482 "," $32,195 ", 982 ," 1,135 ","Military, rank not specified",High School Degree and Certificate,559830
1,Male,2015,2,TRUE,464," $86,170 "," $4,550 "," 15,377 "," 2,519 ",Aircraft pilots & flight engineers,High School Degree,559830
1,Male,2017,6,TRUE,25," $48,314 "," $9,422 "," 21,637 "," 1,252 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
1,Male,2017,5,TRUE,163," $30,580 "," $11,239 "," 5,927 "," 3,415 ",Aircraft pilots & flight engineers,Bachelor's Degree,493011
2,Female,2018,5,TRUE,569," $25,243 "," $10,592 "," 13,238 "," 2,891 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree and Certificate,559830
2,Female,2016,5,TRUE,349," $22,006 "," $9,380 "," 3,095 "," 2,340 ",Firstline enlisted military supervisors,Bachelor's Degree,553010
1,Male,2018,3,TRUE,63," $23,605 "," $30,321 "," 2,817 "," 1,027 ",Firstline enlisted military supervisors,High School Degree,559830
1,Male,2017,5,TRUE,100," $41,399 "," $3,414 "," 6,642 "," 1,824 ",Aircraft mechanics & service technicians,Bachelor's Degree,553010
2,Female,2014,3,TRUE,16," $28,105 "," $8,936 ", 822 ," 1,557 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
1,Male,2014,4,TRUE,10," $38,871 "," $4,859 "," 13,924 "," 2,225 ","Military, rank not specified",Bachelor's Degree,552010
2,Female,2017,4,TRUE,275," $35,895 "," $4,158 "," 14,240 "," 3,865 ","Military, rank not specified",High School Degree,493011
2,Female,2018,2,TRUE,95," $49,784 "," $8,727 "," 4,028 "," 4,325 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
1,Male,2017,6,TRUE,212," $46,042 "," $4,909 ", 541 ," 4,262 ",Military enlisted tactical operations & air/weapons specialists & crew members,Master's Degree,493011
2,Female,2014,4,TRUE,74," $58,174 "," $3,680 "," 5,189 "," 2,235 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
2,Female,2018,3,TRUE,72," $46,296 "," $9,892 "," 12,725 "," 1,332 ","Military, rank not specified",Associate's Degree and/or Certificate,553010
2,Female,2016,3,TRUE,47," $43,530 "," $6,900 "," 4,151 "," 2,145 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
1,Male,2016,2,TRUE,47," $44,274 "," $11,791 "," 1,210 "," 1,743 ",Aircraft mechanics & service technicians,Associate's Degree and/or Certificate,559830
2,Female,2015,6,TRUE,0," $36,147 "," $25,547 "," 22,522 "," 1,618 ",Military enlisted tactical operations & air/weapons specialists & crew members,Associate's Degree and/or Certificate,553010
2,Female,2016,4,TRUE,82," $52,003 "," $6,761 "," 14,466 "," 2,204 ","Military, rank not specified",High School Degree and Certificate,553010
1,Male,2017,5,TRUE,77," $52,905 "," $28,884 "," 8,328 ", 622 ,Aircraft mechanics & service technicians,Associate's Degree and/or Certificate,553010
2,Female,2014,3,TRUE,194," $67,855 "," $7,567 "," 7,702 "," 1,001 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
1,Male,2016,6,TRUE,282," $20,873 "," $8,004 "," 9,446 "," 3,773 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
2,Female,2016,3,TRUE,1," $36,901 "," $3,143 "," 9,608 "," 1,641 ",Firstline enlisted military supervisors,High School Degree,559830
2,Female,2017,3,TRUE,99," $29,159 "," $14,002 "," 28,471 "," 3,189 ",Military enlisted tactical operations & air/weapons specialists & crew members,Master's Degree,552010
2,Female,2015,2,TRUE,22," $37,432 "," $3,404 "," 3,058 ", 681 ,Military enlisted tactical operations & air/weapons specialists & crew members,Master's Degree,493011
2,Female,2015,5,TRUE,117," $36,015 "," $10,643 "," 6,197 "," 2,217 ",Aircraft mechanics & service technicians,Bachelor's Degree,532010
2,Female,2016,4,TRUE,152," $33,533 "," $3,505 "," 11,046 "," 3,177 ",Aircraft pilots & flight engineers,Bachelor's Degree,552010
2,Female,2014,2,TRUE,39," $30,577 "," $4,512 "," 8,912 ", 505 ,Aircraft mechanics & service technicians,High School Degree,559830
2,Female,2017,6,TRUE,318," $65,370 "," $6,432 "," 23,047 "," 1,755 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
1,Male,2016,4,TRUE,90," $36,451 "," $6,239 "," 8,538 "," 1,399 ","Military, rank not specified",Bachelor's Degree,553010
1,Male,2014,5,TRUE,155," $56,514 "," $7,366 "," 5,930 ", 672 ,Aircraft pilots & flight engineers,Associate's Degree and/or Certificate,559830
2,Female,2015,4,TRUE,165," $85,841 "," $8,446 "," 7,050 "," 3,413 ",Firstline enlisted military supervisors,High School Degree,559830
2,Female,2014,3,TRUE,119," $23,310 "," $9,627 "," 2,378 "," 1,000 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
1,Male,2016,4,TRUE,18," $36,163 "," $8,097 "," 11,604 "," 1,052 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree,552010
1,Male,2016,4,TRUE,67," $69,416 "," $12,444 "," 3,267 "," 2,875 ",Aircraft pilots & flight engineers,Bachelor's Degree,493011
2,Female,2018,4,TRUE,8," $74,151 "," $7,672 "," 8,112 "," 3,926 ","Military, rank not specified",High School Degree and Certificate,532010
2,Female,2016,5,TRUE,71," $29,798 "," $4,602 "," 8,117 ", 786 ,"Military, rank not specified",High School Degree and Certificate,559830
2,Female,2015,4,TRUE,125," $31,130 "," $3,358 "," 24,816 "," 2,755 ",Aircraft pilots & flight engineers,High School Degree and Certificate,493011
1,Male,2018,4,TRUE,209," $34,013 "," $10,043 "," 1,977 ", 656 ,Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree and Certification,559830
2,Female,2014,3,TRUE,226," $65,166 "," $13,727 "," 12,426 "," 1,071 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
1,Male,2018,4,TRUE,243," $68,891 "," $3,760 "," 3,898 "," 3,431 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
1,Male,2016,2,TRUE,377," $38,795 "," $5,061 "," 21,355 "," 2,629 ",Military enlisted tactical operations & air/weapons specialists & crew members,Master's Degree,559830
2,Female,2017,3,TRUE,18," $51,148 "," $8,011 "," 17,858 "," 2,069 ",Firstline enlisted military supervisors,High School Degree,493011
1,Male,2018,3,TRUE,64," $34,673 "," $3,020 "," 8,955 "," 2,777 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
2,Female,2018,2,TRUE,12," $20,181 "," $3,451 "," 15,991 "," 3,019 ",Aircraft pilots & flight engineers,Bachelor's Degree,532010
2,Female,2018,3,TRUE,217," $47,477 "," $4,005 ", 838 ," 1,430 ","Military, rank not specified",Associate's Degree and Certificate,559830
2,Female,2015,6,TRUE,22," $30,279 "," $22,731 ", 896 ," 1,928 ",Aircraft mechanics & service technicians,Associate's Degree and/or Certificate,493011
2,Female,2017,5,TRUE,56," $80,288 "," $11,445 "," 13,324 "," 1,036 ",Aircraft mechanics & service technicians,High School Degree,552010
2,Female,2018,4,TRUE,20," $33,190 "," $9,119 "," 34,309 "," 2,074 ",Aircraft mechanics & service technicians,Master's Degree,553010
2,Female,2016,5,TRUE,49," $44,755 "," $27,281 "," 16,173 "," 3,081 ",Aircraft pilots & flight engineers,Bachelor's Degree,532010
1,Male,2014,3,TRUE,32," $36,911 "," $15,052 "," 26,819 "," 1,511 ",Aircraft pilots & flight engineers,Master's Degree,493011
2,Female,2016,2,TRUE,233," $62,060 "," $26,767 "," 1,222 "," 4,092 ","Military, rank not specified",Bachelor's Degree,559830
2,Female,2017,6,TRUE,90," $50,495 "," $12,697 "," 29,700 ", 651 ,Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,532010
1,Male,2015,2,TRUE,279," $53,889 "," $22,281 "," 2,001 "," 1,260 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree,552010
1,Male,2017,2,TRUE,17," $36,773 "," $12,335 "," 3,315 "," 1,817 ",Aircraft mechanics & service technicians,Associate's Degree and Certificate,553010
1,Male,2016,3,TRUE,137," $30,386 "," $19,475 "," 6,915 "," 4,401 ","Military, rank not specified",Bachelor's Degree,552010
1,Male,2015,3,TRUE,61," $50,185 "," $7,674 "," 1,118 "," 1,299 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree and Certification,532010
2,Female,2018,3,TRUE,79," $59,106 "," $4,681 "," 3,366 "," 1,949 ",Firstline enlisted military supervisors,Bachelor's Degree,552010
1,Male,2015,2,TRUE,10," $49,983 "," $5,935 "," 1,655 ", 521 ,Firstline enlisted military supervisors,Bachelor's Degree and Certification,532010
2,Female,2014,3,TRUE,147," $34,449 "," $10,366 "," 1,621 "," 3,222 ","Military, rank not specified",Bachelor's Degree,552010
1,Male,2018,5,TRUE,39," $44,641 "," $5,407 "," 3,853 "," 2,220 ","Military, rank not specified",High School Degree and Certificate,553010
2,Female,2017,5,TRUE,87," $75,976 "," $6,174 "," 5,920 "," 3,636 ",Firstline enlisted military supervisors,High School Degree and Certificate,552010
1,Male,2015,4,TRUE,89," $38,329 "," $3,014 "," 3,034 ", 914 ,Aircraft pilots & flight engineers,Bachelor's Degree,559830
1,Male,2014,5,TRUE,415," $42,235 "," $3,326 "," 25,710 "," 1,567 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
1,Male,2014,4,TRUE,43," $46,999 "," $7,214 "," 2,596 "," 1,505 ",Aircraft pilots & flight engineers,High School Degree,559830
2,Female,2014,4,TRUE,47," $46,447 "," $17,388 "," 10,411 "," 4,215 ",Firstline enlisted military supervisors,Associate's Degree and/or Certificate,552010
2,Female,2016,4,TRUE,60," $31,754 "," $8,868 "," 5,403 "," 2,597 ",Aircraft mechanics & service technicians,High School Degree and Certificate,553010
1,Male,2016,6,TRUE,47," $51,066 "," $5,239 "," 19,574 "," 2,441 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
1,Male,2015,6,TRUE,35," $37,656 "," $3,514 "," 14,119 "," 3,479 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
1,Male,2016,2,TRUE,24," $70,766 "," $3,151 "," 14,559 "," 1,794 ",Aircraft mechanics & service technicians,Bachelor's Degree and Certification,552010
1,Male,2018,2,TRUE,23," $64,082 "," $5,296 "," 13,791 "," 2,772 ",Aircraft pilots & flight engineers,Bachelor's Degree,552010
2,Female,2015,2,TRUE,85," $40,592 "," $14,149 "," 12,383 "," 3,179 ",Firstline enlisted military supervisors,High School Degree and Certificate,553010
2,Female,2017,6,TRUE,429," $28,699 "," $12,891 "," 9,907 "," 4,648 ","Military, rank not specified",Master's Degree,553010
1,Male,2017,2,TRUE,117," $44,821 "," $12,176 "," 13,799 "," 1,256 ",Aircraft mechanics & service technicians,High School Degree,559830
2,Female,2017,5,TRUE,83," $86,472 "," $4,236 "," 16,428 "," 2,100 ",Firstline enlisted military supervisors,Bachelor's Degree,553010
2,Female,2014,5,TRUE,4," $49,840 "," $5,224 "," 3,565 "," 2,339 ",Aircraft mechanics & service technicians,Associate's Degree and/or Certificate,559830
1,Male,2015,6,TRUE,98," $24,424 "," $14,513 "," 30,173 "," 1,592 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree and Certificate,532010
2,Female,2016,4,TRUE,57," $28,269 "," $8,521 "," 29,749 "," 3,622 ","Military, rank not specified",Master's Degree,552010
2,Female,2014,5,TRUE,119," $38,041 "," $12,376 "," 2,140 "," 3,808 ",Aircraft pilots & flight engineers,Associate's Degree and Certificate,553010
1,Male,2018,5,TRUE,37," $62,039 "," $8,330 "," 23,377 "," 1,264 ",Firstline enlisted military supervisors,High School Degree and Certificate,559830
2,Female,2018,4,TRUE,202," $37,801 "," $22,713 "," 7,732 "," 3,254 ",Firstline enlisted military supervisors,Associate's Degree and/or Certificate,532010
2,Female,2016,4,TRUE,2," $62,067 "," $8,363 "," 6,627 ", 983 ,"Military, rank not specified",Bachelor's Degree,559830
1,Male,2016,6,TRUE,153," $81,985 "," $6,950 "," 11,331 "," 3,386 ",Firstline enlisted military supervisors,Bachelor's Degree and Certification,559830
1,Male,2018,5,TRUE,280," $56,853 "," $7,274 ", 879 ," 3,274 ","Military, rank not specified",Bachelor's Degree,552010
1,Male,2017,4,TRUE,222," $86,767 "," $15,212 "," 5,708 ", 904 ,Firstline enlisted military supervisors,Bachelor's Degree,559830
2,Female,2018,3,TRUE,114," $29,500 "," $7,773 "," 10,584 "," 2,700 ","Military, rank not specified",Bachelor's Degree,552010
2,Female,2014,2,TRUE,269," $33,752 "," $35,934 "," 16,723 "," 3,150 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
2,Female,2018,4,TRUE,55," $22,217 "," $8,332 "," 2,660 "," 1,469 ","Military, rank not specified",High School Degree,553010
1,Male,2017,3,TRUE,54," $67,332 "," $3,875 "," 28,518 "," 1,708 ",Aircraft mechanics & service technicians,Master's Degree,553010
2,Female,2016,2,TRUE,351," $57,464 "," $9,546 ", 665 ," 4,166 ",Aircraft pilots & flight engineers,High School Degree,559830
2,Female,2017,2,TRUE,311," $89,235 "," $19,857 "," 1,501 "," 4,505 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
2,Female,2017,3,TRUE,133," $72,518 "," $6,250 "," 9,013 ", 671 ,Aircraft pilots & flight engineers,High School Degree,553010
1,Male,2018,4,TRUE,94," $84,729 "," $8,358 "," 10,100 "," 1,776 ","Military, rank not specified",Bachelor's Degree,559830
1,Male,2017,5,TRUE,467," $36,805 "," $15,442 ", 531 ," 3,725 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
1,Male,2015,3,TRUE,108," $46,264 "," $12,996 "," 13,185 "," 1,430 ","Military, rank not specified",High School Degree,559830
1,Male,2017,5,TRUE,133," $30,248 "," $5,388 "," 14,984 "," 1,608 ",Firstline enlisted military supervisors,Bachelor's Degree,559830
1,Male,2017,3,TRUE,75," $41,114 "," $3,355 "," 3,813 "," 3,486 ",Aircraft pilots & flight engineers,High School Degree,553010
2,Female,2017,6,TRUE,54," $56,627 "," $7,330 "," 8,855 ", 585 ,"Military, rank not specified",Bachelor's Degree,493011
1,Male,2016,5,TRUE,18," $34,817 "," $6,823 "," 3,810 "," 3,574 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
2,Female,2015,4,TRUE,91," $50,184 "," $7,675 "," 20,058 "," 1,334 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
1,Male,2016,4,TRUE,175," $33,978 "," $7,681 "," 2,251 "," 1,915 ",Firstline enlisted military supervisors,High School Degree and Certificate,559830
2,Female,2017,5,TRUE,103," $51,167 "," $6,228 "," 2,083 "," 2,129 ",Firstline enlisted military supervisors,High School Degree,553010
2,Female,2018,5,TRUE,105," $43,283 "," $7,691 "," 8,085 "," 2,411 ",Aircraft pilots & flight engineers,Associate's Degree and Certificate,559830
1,Male,2014,2,TRUE,171," $77,105 "," $12,853 "," 9,052 "," 2,858 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
1,Male,2016,2,TRUE,31," $46,319 "," $9,143 "," 1,634 ", 685 ,Aircraft pilots & flight engineers,Bachelor's Degree,559830
2,Female,2015,6,TRUE,38," $20,955 "," $22,141 "," 17,209 "," 3,032 ",Military enlisted tactical operations & air/weapons specialists & crew members,Associate's Degree and/or Certificate,493011
1,Male,2018,2,TRUE,96," $83,988 "," $5,294 "," 26,556 "," 3,256 ",Firstline enlisted military supervisors,Bachelor's Degree and Certification,553010
1,Male,2017,6,TRUE,32," $87,577 "," $6,040 "," 15,637 ", 703 ,Firstline enlisted military supervisors,Bachelor's Degree,559830
1,Male,2014,5,TRUE,116," $38,818 "," $19,115 "," 2,132 "," 2,166 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
2,Female,2017,2,TRUE,41," $47,571 "," $6,640 "," 17,176 "," 1,944 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
2,Female,2015,2,TRUE,54," $89,807 "," $5,567 "," 27,335 "," 2,576 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree,552010
2,Female,2016,4,TRUE,35," $22,506 "," $25,088 "," 6,187 "," 1,394 ",Aircraft mechanics & service technicians,Master's Degree,552010
1,Male,2018,5,TRUE,144," $21,745 "," $15,652 "," 2,133 "," 3,418 ","Military, rank not specified",High School Degree and Certificate,553010
1,Male,2017,3,TRUE,40," $43,785 "," $9,833 "," 12,465 "," 3,011 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
